1.999,-139768.711,5.13456504404997,-1.77126177899536E-4
1.99995,-139161.5705,5.13456504404997,--
1.99995,-138545.7655,5.13456504404997,-1.73406633270048E-4
2.0003,-137987.8515,5.13456504404997,--
1.99975,-137339.602,5.13456504404997,-1.73785016777274E-4
1.9995,-136756.375,5.13456504404997,--
1.9997,-136175.391,5.13456504404997,-1.70150506576253E-4
2.0006,-135634.3905,5.13456504404997,--
2.00015,-134974.5315,5.13456504404997,-1.70359306368722E-4
1.9998,-134437.039,5.13456504404997,--
2.00015,-133791.0315,5.13456504404997,-1.67297969823134E-4
1.9993,-133251.703,5.13456504404997,--
1.9995,-132614.9295,5.13456504404997,-1.69033810309327E-4
1.99965,-132018.2815,5.13456504404997,--
1.9995,-131372.6955,5.13456504404997,-1.66709429607974E-4
2.00045,-130880.5,5.13456504404997,--
1.99975,-130171.8435,5.13456504404997,-1.64373596432082E-4
1.9996,-129596.0315,5.13456504404997,--
2.0009,-128949.4645,5.13456504404997,-1.63671256982453E-4
2.00005,-128390.5705,5.13456504404997,--
2.00065,-127722.6095,5.13456504404997,-1.62884558105202E-4
1.99965,-127159.9415,5.13456504404997,--
2.00025,-126516.4495,5.13456504404997,-1.62502480143616E-4
1.99975,-125958.535,5.13456504404997,--
2.00055,-125270.7185,5.13456504404997,-1.58838621073152E-4
1.99975,-124727.3475,5.13456504404997,--
2.0001,-124107.629,5.13456504404997,-1.59567458815958E-4
1.9995,-123566.0705,5.13456504404997,--
1.9999,-122905.102,5.13456504404997,-1.56572523076319E-4
2.00025,-122319.641,5.13456504404997,--
2.0002,-121649.0235,5.13456504404997,-1.54443065965979E-4
1.9997,-121091.668,5.13456504404997,--
1.9999,-120410.984,5.13456504404997,-1.50770629748827E-4
2.00065,-119862.0195,5.13456504404997,--
2.0004,-119213.492,5.13456504404997,-1.50092817015495E-4
1.99975,-118660.1955,5.13456504404997,--
2.00075,-118008.594,5.13456504404997,-1.49610654212804E-4
2.0007,-117429.9845,5.13456504404997,--
2.00005,-116834.734,5.13456504404997,-1.49960665362204E-4
2.00065,-116252.77,5.13456504404997,--
1.9988,-115606.203,5.13456504404997,-1.48808361747299E-4
2.0007,-115002.2815,5.13456504404997,--
2.00025,-114356.4145,5.13456504404997,-1.44820200289899E-4
2.00035,-113759.91,5.13456504404997,--
1.999,-113154.453,5.13456504404997,-1.42080824458332E-4
2.00065,-112539.7655,5.13456504404997,--
2.00015,-111860.203,5.13456504404997,-1.42346786862116E-4
1.99955,-111303.2655,5.13456504404997,--
2.00045,-110639.7815,5.13456504404997,-1.40321985289809E-4
1.9998,-110082.9845,5.13456504404997,--
1.99975,-109497.2385,5.13456504404997,-1.38496656036464E-4
2.0005,-108954.289,5.13456504404997,--
1.9992,-108282.6915,5.13456504404997,-1.38199264057437E-4
2.0007,-107695.836,5.13456504404997,--
2.0003,-107034.586,5.13456504404997,-1.35360439878804E-4
2.0001,-106465.207,5.13456504404997,--
1.9996,-105844.785,5.13456504404997,-1.35263509395498E-4
1.99945,-105319.313,5.13456504404997,--
2.0006,-104725.461,5.13456504404997,-1.34253443026455E-4
2.0004,-104134.6875,5.13456504404997,--
2.00055,-103468.4065,5.13456504404997,-1.31662421168076E-4
1.99945,-102913.2855,5.13456504404997,--
2.0003,-102303.074,5.13456504404997,-1.28494987015093E-4
1.9997,-101719.992,5.13456504404997,--
1.9997,-101065.7385,5.13456504404997,-1.28380895526303E-4
2.00055,-100487.824,5.13456504404997,--
1.9997,-99917.887,5.13456504404997,-1.27933574307065E-4
2,-99362.7655,5.13456504404997,--
2.00025,-98666.5625,5.13456504404997,-1.27774817018954E-4
1.9999,-98081.1015,5.13456504404997,--
2.00005,-97417.055,5.13456504404997,-1.25104206406763E-4
2.0002,-96884.453,5.13456504404997,--
2.0005,-96258.4375,5.13456504404997,-1.23672617295161E-4
2.0002,-95712.828,5.13456504404997,--
1.9997,-95059.691,5.13456504404997,-1.22923260460051E-4
2,-94479.8245,5.13456504404997,--
2,-93856.051,5.13456504404997,-1.21370600869903E-4
1.9999,-93306.1015,5.13456504404997,--
1.9998,-92647.512,5.13456504404997,-1.19159172587812E-4
2.00025,-92122.7385,5.13456504404997,--
2,-91461.488,5.13456504404997,-1.17596600285999E-4
2.00035,-90942.4455,5.13456504404997,--
2.00035,-90377.121,5.13456504404997,-1.17792277238876E-4
2.00015,-89841.582,5.13456504404997,--
1.99935,-89182.008,5.13456504404997,-1.15212859872558E-4
2.0001,-88626.75,5.13456504404997,--
2.0006,-88008.988,5.13456504404997,-1.13785534939228E-4
1.9998,-87488.129,5.13456504404997,--
1.99985,-86818.3515,5.13456504404997,-1.14396953316221E-4
1.99985,-86274.281,5.13456504404997,--
1.9992,-85625.754,5.13456504404997,-1.11173025879489E-4
1.99985,-85065.883,5.13456504404997,--
1.99975,-84453.578,5.13456504404997,-1.10429912512146E-4
1.99995,-83890.625,5.13456504404997,--
2.00045,-83267.2695,5.13456504404997,-1.08578109648727E-4
2.0002,-82673.84,5.13456504404997,--
1.9999,-81993.8555,5.13456504404997,-1.05675240866013E-4
2.00035,-81411.75,5.13456504404997,--
1.99955,-80805.176,5.13456504404997,-1.03458199999793E-4
2.0003,-80259.844,5.13456504404997,--
2.0002,-79572.59,5.13456504404997,-1.0240034363079E-4
1.99985,-78985.168,5.13456504404997,--
1.9999,-78360.836,5.13456504404997,-1.03368359578823E-4
1.9997,-77819.2815,5.13456504404997,--
2.00025,-77229.488,5.13456504404997,-1.00006645718178E-4
2.00015,-76680.9375,5.13456504404997,--
2.00005,-76035.633,5.13456504404997,-9.77796351632629E-5
2.00045,-75476.18,5.13456504404997,--
2.0002,-74773.961,5.13456504404997,-9.58110662182277E-5
2.0001,-74238.699,5.13456504404997,--
1.99925,-73626.949,5.13456504404997,-9.41121043531194E-5
1.9995,-73087.914,5.13456504404997,--
1.99965,-72424.1485,5.13456504404997,-9.25538661501106E-5
1.99975,-71860.2185,5.13456504404997,--
2.0001,-71178.277,5.13456504404997,-9.45823375248337E-5
1.99975,-70603.4415,5.13456504404997,--
1.99955,-69929.8905,5.13456504404997,-9.01987860211203E-5
2.00015,-69378.406,5.13456504404997,--
2.00015,-68778.8245,5.13456504404997,-9.2093288215217E-5
